Country,Code,Year, Ambient pollution,Underweight,Household air pollution,No handwashing facility,Secondhand smoke,Vitamin A deficiency,Zinc deficiency ,Short gestation,Non-exclusive breastfeeding,Low birth weight,Child wasting , Child stunting
Mauritius,MUS,1991,4.01,3.57,2.93,0.39,5.94,1.28,0.6,2.38,2.82,1.15,24.83,3.8
Mauritius,MUS,1992,4.29,3.55,2.77,0.4,6.17,1.31,0.6,2.54,2.94,1.23,25.84,3.8
Mauritius,MUS,1993,4.52,3.49,2.57,0.4,6.29,1.32,0.58,2.67,3.02,1.29,26.5,3.75
Mauritius,MUS,1994,4.27,3.08,2.16,0.36,5.77,1.2,0.5,2.61,2.83,1.25,24.35,3.34
Mauritius,MUS,1995,4.32,2.95,1.93,0.34,5.68,1.17,0.46,2.64,2.88,1.24,24.13,3.23
Mauritius,MUS,1996,4.64,2.99,1.84,0.34,5.88,1.2,0.44,2.89,3.11,1.34,25.17,3.29
Mauritius,MUS,1997,4.35,2.68,1.55,0.31,5.34,1.08,0.39,2.79,2.91,1.27,23.15,2.98
Mauritius,MUS,1998,3.85,2.3,1.24,0.26,4.6,0.92,0.34,2.54,2.6,1.12,20.24,2.57
Mauritius,MUS,1999,3.81,2.23,1.12,0.24,4.45,0.89,0.34,2.56,2.57,1.08,19.91,2.51
Mauritius,MUS,2000,3.1,1.79,0.83,0.19,3.55,0.72,0.3,2.04,2.03,0.86,16.19,2.04
Mauritius,MUS,2001,2.79,1.57,0.67,0.16,3.09,0.64,0.28,1.7,1.75,0.72,14.42,1.81
Mauritius,MUS,2002,2.77,1.51,0.6,0.16,2.99,0.63,0.29,1.71,1.69,0.71,14.05,1.76
Mauritius,MUS,2003,2.56,1.36,0.5,0.14,2.7,0.57,0.27,1.6,1.53,0.65,12.79,1.6
Mauritius,MUS,2004,2.53,1.3,0.46,0.14,2.63,0.56,0.27,1.69,1.5,0.66,12.39,1.55
Mauritius,MUS,2005,2.43,1.23,0.43,0.13,2.53,0.53,0.25,1.73,1.46,0.66,11.82,1.47
Mauritius,MUS,2006,2.33,1.16,0.38,0.13,2.42,0.5,0.23,1.61,1.4,0.61,11.25,1.39
Mauritius,MUS,2007,2.37,1.17,0.37,0.13,2.5,0.5,0.21,1.54,1.44,0.59,11.52,1.42
Mauritius,MUS,2008,2.23,1.1,0.33,0.12,2.42,0.46,0.19,1.43,1.37,0.55,10.88,1.33
Mauritius,MUS,2009,2.15,1.05,0.3,0.11,2.39,0.44,0.19,1.41,1.31,0.53,10.48,1.28
Mauritius,MUS,2010,1.94,0.94,0.26,0.1,2.19,0.39,0.18,1.36,1.2,0.5,9.45,1.16
Mauritius,MUS,2011,1.96,0.92,0.24,0.1,2.19,0.37,0.18,1.47,1.21,0.53,9.28,1.14
Mauritius,MUS,2012,1.98,0.91,0.22,0.11,2.21,0.37,0.17,1.54,1.24,0.56,9.26,1.12
Mauritius,MUS,2013,1.83,0.81,0.19,0.1,2,0.33,0.15,1.42,1.13,0.52,8.35,1.01
Mauritius,MUS,2014,1.83,0.8,0.17,0.1,2.02,0.32,0.14,1.47,1.15,0.55,8.33,1
Mauritius,MUS,2015,1.61,0.73,0.15,0.09,1.87,0.3,0.13,1.36,1.07,0.51,7.74,0.92
Mauritius,MUS,2016,1.39,0.62,0.12,0.08,1.61,0.26,0.11,1.18,0.94,0.44,6.71,0.79
Mauritius,MUS,2017,1.38,0.61,0.11,0.08,1.58,0.25,0.1,1.17,0.93,0.44,6.58,0.77
Mexico,MEX,1990,2201.3,974.91,3398.16,712.31,1975.21,1215.35,121.23,1512.04,1826.81,790.47,9409.57,1992.85
Mexico,MEX,1991,2142.69,935.39,3213.72,685.76,1827.49,1186.57,110.11,1486.29,1784.96,775.79,8998.92,1904.83
Mexico,MEX,1992,2101.5,908.84,3037.61,661.77,1695,1171.67,102.97,1401.72,1746.19,728.23,8728.51,1846.5
Mexico,MEX,1993,2021.01,857.71,2754.81,612.29,1536.77,1122.23,98.85,1265.28,1647.93,654.78,8257.64,1745.47
Mexico,MEX,1994,1952.58,795.14,2439.85,557.14,1397.16,1058.22,95.2,1166.66,1546.16,603.83,7735.3,1625.92
Mexico,MEX,1995,1868.49,728.87,2159.49,507.85,1264.15,986.28,89.89,1108.69,1450.96,575.77,7178.52,1498.84
Mexico,MEX,1996,1825.19,670.97,1934.89,467.52,1141.95,924.95,84.19,1060.29,1378.98,550.6,6711.72,1387.52
Mexico,MEX,1997,1761.26,606.05,1694.7,423.04,1008.71,853.32,77.83,982.48,1288,511.04,6183.65,1261.27
Mexico,MEX,1998,1636.58,530.78,1456.11,373.62,857.53,762.18,70.61,890.26,1161.54,465.83,5515.38,1112.57
Mexico,MEX,1999,1535.38,468.65,1264.62,337.19,743.78,689.14,64.85,826.63,1064.9,435.04,4988.93,991.55
Mexico,MEX,2000,1418.18,412.48,1093.16,302.34,645.43,620.4,60.06,763.03,973.01,402.1,4494.4,881.36
Mexico,MEX,2001,1340.14,368.32,962.83,275.67,572.49,565.81,56.16,714.49,903.65,377.04,4117.88,796.45
Mexico,MEX,2002,1276.23,332.66,862.35,254.42,514.65,522.49,53.89,663.96,849.51,350.04,3837.61,731.57
Mexico,MEX,2003,1179.08,292.55,752.46,227.6,452.09,468.96,51.63,596.6,773.71,315.38,3482.57,655.66
Mexico,MEX,2004,1086.7,257.08,652.23,202.97,399.35,420.84,49.92,538.68,704.08,285.25,3157.38,586.63
Mexico,MEX,2005,983.09,222.96,559.08,178.84,349.28,373.88,46.5,487.46,634.59,258.82,2816.09,516.73
Mexico,MEX,2006,902.68,195.88,488.58,159.44,307.78,336.31,42.41,444.7,577.29,236.7,2527.67,459.36
Mexico,MEX,2007,840.58,175.7,437.11,145.31,276.79,308.95,38.49,416.24,536.59,221.4,2312.7,415.81
Mexico,MEX,2008,806.66,163.55,412.41,138.05,258.06,294.39,35.36,412.22,518.88,219.3,2188.8,390.16
Mexico,MEX,2009,790.66,158.1,406.9,135.68,247,290.97,33.88,406.46,514.44,215.61,2144.66,379.93
Mexico,MEX,2010,772.79,153.31,404.38,134.03,236.62,288.28,32.58,405.35,509.16,214.61,2102.69,370.54
Mexico,MEX,2011,803.62,150.28,399.21,134.14,229.79,288.45,32.21,414.51,508.05,219.72,2080.66,364.88
Mexico,MEX,2012,745.64,143.83,385.47,129.77,216.25,281.77,31.88,394.21,488.6,209.04,2008.24,350.84
Mexico,MEX,2013,707.64,136.79,366.87,124.52,201.67,273.28,31.75,371.28,465.9,196.14,1921.71,335.06
Mexico,MEX,2014,627.33,128.86,354.54,118.44,185.38,262.19,31.15,348.6,438.68,183.71,1812.74,316.8
Mexico,MEX,2015,567.34,119.48,333.02,110.86,167.54,247.72,29.79,320.3,406.71,168.87,1683.18,294.77
Mexico,MEX,2016,497.83,108.27,303.02,101.68,149.06,228.77,27.88,292.14,371.51,154.05,1527.88,267.47
Mexico,MEX,2017,503.37,104.87,288.1,100.57,144.13,227.35,26.97,296.26,371.37,155.44,1494.59,258.71
Micronesia (country),FSM,1990,1.42,1.69,8.07,1.35,2.23,2.9,0.35,2.18,1.88,1.17,15.02,2.73
Micronesia (country),FSM,1991,1.37,1.51,7.28,1.22,2.08,2.71,0.32,2.06,1.75,1.11,13.88,2.48
Micronesia (country),FSM,1992,1.31,1.36,6.61,1.1,1.94,2.53,0.29,1.93,1.63,1.04,12.86,2.26
Micronesia (country),FSM,1993,1.25,1.21,5.91,0.98,1.79,2.35,0.27,1.81,1.5,0.97,11.78,2.04
Micronesia (country),FSM,1994,1.2,1.1,5.4,0.9,1.69,2.21,0.25,1.73,1.41,0.93,10.97,1.88
Micronesia (country),FSM,1995,1.12,0.97,4.82,0.79,1.54,2.03,0.23,1.61,1.29,0.86,9.95,1.69
Micronesia (country),FSM,1996,1.06,0.86,4.34,0.71,1.43,1.89,0.21,1.52,1.19,0.81,9.1,1.54
Micronesia (country),FSM,1997,0.99,0.76,3.87,0.61,1.3,1.73,0.19,1.44,1.09,0.75,8.18,1.38
Micronesia (country),FSM,1998,0.92,0.66,3.45,0.54,1.18,1.59,0.18,1.36,1,0.7,7.36,1.23
Micronesia (country),FSM,1999,0.84,0.58,3.07,0.47,1.07,1.44,0.16,1.28,0.91,0.65,6.59,1.1
Micronesia (country),FSM,2000,0.78,0.51,2.7,0.41,0.97,1.3,0.15,1.2,0.82,0.6,5.89,0.98
Micronesia (country),FSM,2001,0.72,0.44,2.38,0.35,0.88,1.16,0.14,1.12,0.74,0.56,5.24,0.87
Micronesia (country),FSM,2002,0.66,0.39,2.11,0.3,0.79,1.04,0.13,1.04,0.67,0.51,4.7,0.78
Micronesia (country),FSM,2003,0.61,0.34,1.85,0.26,0.71,0.93,0.11,0.94,0.61,0.45,4.21,0.69
Micronesia (country),FSM,2004,0.59,0.32,1.74,0.24,0.68,0.89,0.11,0.91,0.59,0.43,4.04,0.66
Micronesia (country),FSM,2005,0.58,0.31,1.64,0.22,0.66,0.86,0.11,0.86,0.57,0.41,3.95,0.64
Micronesia (country),FSM,2006,0.56,0.28,1.5,0.21,0.62,0.79,0.1,0.82,0.54,0.39,3.71,0.6
Micronesia (country),FSM,2007,0.54,0.26,1.38,0.19,0.58,0.71,0.09,0.78,0.51,0.37,3.5,0.56
Micronesia (country),FSM,2008,0.5,0.24,1.25,0.17,0.54,0.63,0.08,0.74,0.48,0.34,3.25,0.52
Micronesia (country),FSM,2009,0.47,0.22,1.14,0.16,0.5,0.56,0.07,0.7,0.45,0.33,3.04,0.48
Micronesia (country),FSM,2010,0.44,0.2,1.01,0.14,0.46,0.51,0.07,0.66,0.42,0.31,2.79,0.44
Micronesia (country),FSM,2011,0.43,0.19,0.94,0.14,0.44,0.49,0.07,0.63,0.41,0.29,2.71,0.42
Micronesia (country),FSM,2012,0.4,0.19,0.89,0.14,0.42,0.47,0.07,0.6,0.39,0.28,2.63,0.41
Micronesia (country),FSM,2013,0.39,0.18,0.82,0.13,0.4,0.44,0.06,0.57,0.37,0.27,2.51,0.39
Micronesia (country),FSM,2014,0.35,0.17,0.76,0.13,0.38,0.43,0.06,0.55,0.36,0.26,2.41,0.38
Micronesia (country),FSM,2015,0.35,0.17,0.73,0.12,0.38,0.42,0.06,0.53,0.35,0.25,2.41,0.37
Micronesia (country),FSM,2016,0.32,0.16,0.68,0.12,0.36,0.4,0.06,0.51,0.34,0.24,2.3,0.35
Micronesia (country),FSM,2017,0.32,0.15,0.63,0.11,0.34,0.39,0.06,0.49,0.32,0.23,2.24,0.34
Moldova,MDA,1990,85.13,21.75,119.6,33,146.61,5.73,6.13,73.96,73.87,55.22,299.01,47.26
Moldova,MDA,1991,74.81,18.47,103.47,28.66,127.98,4.99,5.38,68.55,64.91,51.81,257.03,40.37
Moldova,MDA,1992,67.46,16.15,93.81,26,115.84,4.5,4.94,66.06,58.54,50.74,227.88,35.55
Moldova,MDA,1993,61.93,14.1,85.79,23.87,106.68,4.02,4.39,66.61,53.68,52.54,201.57,31.27
Moldova,MDA,1994,59,12.56,81.7,22.96,102.36,3.68,4.04,71.05,50.44,57.89,182.43,28.18
Moldova,MDA,1995,55.89,10.97,77.4,21.99,97.86,3.28,3.62,75.86,46.73,63.9,161.62,24.88
Moldova,MDA,1996,53.77,9.46,74.63,21.46,95.2,2.9,3.21,82.78,43.13,72.35,141.61,21.73
Moldova,MDA,1997,52.56,8.4,72.51,21.31,94.31,2.61,2.84,89.02,41.41,78.79,127.39,19.49
Moldova,MDA,1998,49.48,7.57,68.79,20.63,90.76,2.36,2.42,88.6,39.88,78.16,116.14,17.73
Moldova,MDA,1999,48.02,7.09,66.36,20.52,89.43,2.22,2.11,89.32,40.54,77.33,110.34,16.8
Moldova,MDA,2000,44.92,6.62,61.07,19.54,84.32,2.1,1.83,83.97,40.52,70.41,104.77,15.89
Moldova,MDA,2001,42.59,6.16,53.95,18.19,78.62,2.01,1.54,77.81,40.67,62.35,99.94,15.03
Moldova,MDA,2002,38.55,5.32,44.71,15.9,69.6,1.77,1.31,69.66,37.73,53.94,88.51,13.15
Moldova,MDA,2003,35.88,4.53,37.47,14.15,63.19,1.54,1.19,65.78,34.32,50.7,77.13,11.3
Moldova,MDA,2004,33.21,3.73,30.87,12.41,56.92,1.28,1.07,62.59,30.57,48.51,64.89,9.36
Moldova,MDA,2005,31.7,3.12,26.01,11.15,52.91,1.09,1,61.6,27.33,48.85,55.17,7.85
Moldova,MDA,2006,30.28,2.6,21.99,9.79,48.86,0.92,0.91,59.85,24.27,48.62,46.52,6.55
Moldova,MDA,2007,29.72,2.19,18.81,8.78,46.1,0.79,0.87,59.89,22.06,49.59,39.42,5.49
Moldova,MDA,2008,28.35,1.87,15.84,7.66,42.43,0.68,0.83,57.27,19.71,48.26,33.8,4.66
Moldova,MDA,2009,26.83,1.63,13.26,6.71,38.87,0.61,0.81,54.01,17.64,46.03,29.5,4.02
Moldova,MDA,2010,24.45,1.45,10.62,5.69,34.43,0.55,0.75,48.19,15.79,41.06,26.37,3.56
Moldova,MDA,2011,23.68,1.4,8.65,5.08,31.34,0.54,0.77,43.09,14.51,36.56,25.63,3.43
Moldova,MDA,2012,21.11,1.34,7.37,4.69,29.1,0.53,0.75,39.72,13.56,33.67,24.79,3.28
Moldova,MDA,2013,19,1.31,6.34,4.24,26.85,0.52,0.76,36.02,12.77,30.31,24.3,3.18
Moldova,MDA,2014,17.72,1.29,5.68,3.95,25.48,0.53,0.75,33.85,12.4,28.32,24.07,3.12
Moldova,MDA,2015,17.19,1.23,4.97,3.63,23.84,0.51,0.71,31.72,11.65,26.45,23.07,2.96
Moldova,MDA,2016,15.72,1.18,4.34,3.34,22.27,0.5,0.69,29.51,11.12,24.43,22.29,2.85
Moldova,MDA,2017,13.86,1.05,3.58,2.89,19.49,0.44,0.59,26,9.97,21.38,19.88,2.53
Mongolia,MNG,1990,454.61,328.6,948.09,179.68,390.57,241.43,53.57,146.77,171.2,107.9,1713.51,671.56
Mongolia,MNG,1991,426.17,296.6,860.53,165.12,360.06,219.92,48.67,136.46,159.2,100.01,1577.81,610.35
Mongolia,MNG,1992,397.89,266.63,783.75,152.75,332.03,199.79,44.26,128,148.77,93.6,1450.57,553.37
Mongolia,MNG,1993,371,238.73,715.2,142.57,306.68,181.33,39.9,121.58,139.85,88.84,1331.54,500.76
Mongolia,MNG,1994,345.7,213.37,654.89,133.92,284.02,164.66,35.8,116.73,132.65,85.45,1222.12,453.16
Mongolia,MNG,1995,320.89,189.97,596.27,125.13,262.24,148.91,31.93,109.84,125.04,80.76,1119.49,408.98
Mongolia,MNG,1996,303.3,168.69,540.99,117.28,242.38,133.71,28.3,102.82,118.03,76.02,1025.28,369.32
Mongolia,MNG,1997,287.08,149.65,494.67,110.56,224.92,119.45,25.12,96.93,111.51,72.18,941.1,333.87
Mongolia,MNG,1998,268.46,130.87,447.49,103.47,206.78,105.27,22.1,90.64,104.29,67.84,854.39,298.36
Mongolia,MNG,1999,252.23,114.79,405.76,97.36,191.27,93.59,19.7,84.74,98.01,63.43,779.95,267.95
Mongolia,MNG,2000,233.38,100.22,371.26,91.47,177.02,83.95,17.55,79.78,91.86,59.39,710.91,240.3
Mongolia,MNG,2001,215.88,83.87,328.01,83.24,159.99,73.7,14.86,76.09,84.03,56.04,625.34,208.18
Mongolia,MNG,2002,200.46,70.03,292.79,76.41,146.19,65.3,13.06,72.82,76.62,53.01,553.19,181.7
Mongolia,MNG,2003,185.41,57.91,262.13,70.31,133.85,57.93,11.34,70.68,70.07,51.06,487.07,158.04
Mongolia,MNG,2004,172.19,48.42,236.83,65.25,123.65,52.08,9.88,69.48,64.75,49.87,432.74,138.16
Mongolia,MNG,2005,160.3,41.39,214.4,60.71,114.87,47.45,8.72,67.83,60.13,48.42,389.24,122.18
Mongolia,MNG,2006,153.55,35.98,192.79,56.23,107.14,43.93,7.61,66.25,55.88,47.32,352.86,108.22
Mongolia,MNG,2007,148.13,31.66,174.68,52.42,100.87,41.44,6.76,65.04,52.14,46.65,322.71,96.48
Mongolia,MNG,2008,142.68,28.05,158.23,48.82,95.09,39.31,6.05,63.45,48.69,45.66,296.09,86.29
Mongolia,MNG,2009,138.22,25.2,144.52,45.92,90.32,37.43,5.52,62.46,46,45.05,274.37,78.06
Mongolia,MNG,2010,132.31,22.62,131.07,42.8,84.85,34.87,4.99,61.12,43.49,44.12,252.42,70.41
Mongolia,MNG,2011,128.08,20.41,117.66,39.29,79.24,32.31,4.77,58.39,41.36,42.21,232.7,63.77
Mongolia,MNG,2012,119.84,18.96,111.04,36.98,75.8,30.74,4.68,56.43,40.51,40.83,220.66,59.46
Mongolia,MNG,2013,117.32,17.97,104.65,35.12,73.64,29.68,4.67,55.18,40.12,39.92,213.05,56.44
Mongolia,MNG,2014,108.93,16.88,99.22,32.87,70.66,28.24,4.64,53.2,38.47,38.5,203.52,53.12
Mongolia,MNG,2015,105.28,14.94,85.93,29.01,64,25.13,4.17,49.52,34.8,35.87,182.72,47.16
Mongolia,MNG,2016,89.92,13.43,78.23,25.73,58.11,22.49,3.88,45.29,31.24,32.86,165.73,42.36
Mongolia,MNG,2017,91.35,13.06,73.89,24.35,56.19,21.51,4.16,42.67,29.28,31.07,161.66,41.05
Montenegro,MNE,1990,2.68,0.36,2.36,0.14,3.37,1.42,0.12,0.83,2.17,0.71,8.06,1.13
Montenegro,MNE,1991,2.28,0.31,1.96,0.12,2.86,1.21,0.11,0.69,1.84,0.58,6.87,0.97
Montenegro,MNE,1992,2.27,0.31,1.94,0.12,2.86,1.2,0.11,0.69,1.84,0.59,6.83,0.98
Montenegro,MNE,1993,2.25,0.31,1.91,0.12,2.85,1.2,0.1,0.7,1.84,0.59,6.77,0.98
Montenegro,MNE,1994,2.22,0.31,1.89,0.12,2.84,1.19,0.1,0.7,1.85,0.6,6.73,0.98
Montenegro,MNE,1995,2.04,0.28,1.73,0.11,2.64,1.1,0.09,0.64,1.72,0.55,6.22,0.9
Montenegro,MNE,1996,2.01,0.28,1.68,0.11,2.63,1.08,0.09,0.64,1.71,0.55,6.12,0.89
Montenegro,MNE,1997,1.96,0.27,1.62,0.11,2.62,1.05,0.08,0.63,1.68,0.53,5.97,0.87
Montenegro,MNE,1998,1.9,0.26,1.53,0.1,2.62,1.01,0.08,0.62,1.64,0.52,5.8,0.84
Montenegro,MNE,1999,1.83,0.25,1.46,0.1,2.6,0.96,0.07,0.61,1.6,0.51,5.61,0.81
Montenegro,MNE,2000,1.79,0.24,1.39,0.1,2.59,0.93,0.07,0.61,1.59,0.5,5.45,0.78
Montenegro,MNE,2001,1.68,0.22,1.26,0.09,2.44,0.86,0.05,0.56,1.5,0.46,5.06,0.72
Montenegro,MNE,2002,1.48,0.19,1.07,0.08,2.18,0.74,0.05,0.49,1.32,0.4,4.44,0.63
Montenegro,MNE,2003,1.32,0.17,0.92,0.07,1.96,0.64,0.05,0.45,1.15,0.37,3.88,0.54
Montenegro,MNE,2004,1.11,0.14,0.77,0.06,1.67,0.52,0.04,0.41,0.96,0.33,3.21,0.44
Montenegro,MNE,2005,0.98,0.12,0.65,0.05,1.47,0.44,0.04,0.39,0.83,0.31,2.74,0.37
Montenegro,MNE,2006,0.86,0.1,0.56,0.04,1.29,0.37,0.04,0.37,0.72,0.3,2.34,0.32
Montenegro,MNE,2007,0.74,0.08,0.48,0.04,1.11,0.31,0.03,0.33,0.62,0.27,1.98,0.27
Montenegro,MNE,2008,0.69,0.07,0.43,0.03,1.03,0.28,0.03,0.31,0.56,0.25,1.8,0.24
Montenegro,MNE,2009,0.62,0.07,0.39,0.03,0.93,0.25,0.03,0.28,0.5,0.23,1.62,0.22
Montenegro,MNE,2010,0.56,0.06,0.35,0.03,0.84,0.22,0.03,0.26,0.44,0.21,1.45,0.2
Montenegro,MNE,2011,0.46,0.04,0.26,0.02,0.65,0.16,0.03,0.21,0.33,0.17,1.1,0.15
Montenegro,MNE,2012,0.39,0.04,0.24,0.02,0.58,0.14,0.02,0.2,0.29,0.16,0.97,0.13
Montenegro,MNE,2013,0.33,0.03,0.21,0.02,0.52,0.12,0.02,0.18,0.26,0.14,0.86,0.12
Montenegro,MNE,2014,0.3,0.03,0.2,0.01,0.49,0.12,0.02,0.17,0.25,0.13,0.81,0.11
Montenegro,MNE,2015,0.24,0.02,0.15,0.01,0.38,0.09,0.02,0.13,0.19,0.11,0.62,0.08
Montenegro,MNE,2016,0.22,0.02,0.15,0.01,0.37,0.09,0.02,0.13,0.18,0.1,0.61,0.08
Montenegro,MNE,2017,0.22,0.02,0.14,0.01,0.35,0.08,0.02,0.12,0.18,0.1,0.59,0.08
Morocco,MAR,1990,1645.06,466.06,371.26,680.47,1266.52,665.04,51.27,1656.1,836.17,592.4,3413.55,997.94
Morocco,MAR,1991,1547.01,412.58,310.27,612.85,1147.76,614.59,45.73,1542.02,759.71,569.79,3134.2,892.72
Morocco,MAR,1992,1452.28,367.38,263.58,556.36,1045.43,569.97,41.34,1440.43,695.25,545.92,2893.1,803.51
Morocco,MAR,1993,1370.71,331.53,223.45,509.88,960.13,534.48,37.96,1347.89,649.98,514.63,2703.72,734.45
Morocco,MAR,1994,1293.89,301.98,190.01,468.28,885.88,504.48,35.4,1259.56,614.59,478.16,2547.78,677
Morocco,MAR,1995,1235.19,279.58,166.77,435.13,831.76,482.05,33.78,1204.07,590.79,454.57,2434.68,634.14
Morocco,MAR,1996,1180.81,255.12,140.92,396.72,768.47,451.51,31.93,1132.53,556.73,427.31,2290.7,584.59
Morocco,MAR,1997,1114.23,232.63,140.17,363.68,711.38,422.03,29.9,1071.35,524.08,405.83,2154.85,537.88
Morocco,MAR,1998,1040.64,210.22,137.84,331.18,654.04,390.13,27.62,1011.34,490.74,384.52,2007.6,490.35
Morocco,MAR,1999,965.5,189.25,134.96,301.04,599.75,359.06,25.3,953.61,458.56,363.83,1860.19,445.33
Morocco,MAR,2000,898.8,171.7,131.76,276.14,554.68,332.81,23.68,906.04,431.7,346.82,1733.85,408.38
Morocco,MAR,2001,848.6,155.19,125.68,252.53,511.37,307.26,21.65,857.78,405.93,329.59,1608.32,373.54
Morocco,MAR,2002,809.14,142.28,121.38,234.6,478.17,286.35,20.02,823.13,387.02,317.27,1513,346.67
Morocco,MAR,2003,759.38,128.69,115.3,215.54,441.89,262.86,18.28,781.62,365.14,301.97,1403.66,317.42
Morocco,MAR,2004,699.83,114.36,101.41,195.09,400.75,237.47,16.54,724.41,337.89,280.26,1280.37,285.84
Morocco,MAR,2005,642.63,101.51,89.44,175.83,363.83,215.36,15.26,670.72,312.44,259.87,1169.64,257.49
Morocco,MAR,2006,588.99,88.16,77.41,156.43,326.18,192.59,13.93,617.15,284.51,239.79,1046.67,227.54
Morocco,MAR,2007,524.16,74.62,65.16,135.68,285.37,169.07,12.28,549.59,252.37,213.8,913.33,196.63
Morocco,MAR,2008,491.7,66.47,57.55,123.99,264.4,156.86,11.38,520.98,236.91,203.04,839.11,179.27
Morocco,MAR,2009,465.34,61.47,52.38,114.98,248.78,149.12,11.9,485.83,222.68,189.69,797.21,169.03
Morocco,MAR,2010,428.52,54.97,43.28,103.78,227.97,137.29,11.12,450.96,206.14,176.29,729.67,153.55
Morocco,MAR,2011,399.75,49.81,36,94.98,211.44,127.19,10.44,427.28,193.23,167.24,674.19,140.59
Morocco,MAR,2012,337.27,41.38,28.15,80.83,180.65,108.12,8.92,375.52,166.99,147.04,571.5,118
Morocco,MAR,2013,310.3,35.14,21.86,70.22,157.72,93.98,7.63,336.97,147.89,131.86,495.03,101.28
Morocco,MAR,2014,293.82,32.61,17.88,64.53,145.49,87.69,8.16,304.13,135.39,118.8,466.79,94.5
Morocco,MAR,2015,274.31,28.7,14.05,56.72,129.7,78.33,7.46,274.05,121.85,106.8,417.21,83.76
Morocco,MAR,2016,255.89,25.55,10.95,50.07,116.19,70.46,6.79,247.22,110.63,96.07,375.94,74.92
Morocco,MAR,2017,231.22,22.84,8.83,44.54,104.63,63.36,6.06,226.49,100.88,87.89,338.76,66.91
Mozambique,MOZ,1990,540.48,2948.46,10285.23,2889.98,1193.27,2516.79,1192.97,1739.78,1714.09,715.93,12287.8,4607.5
Mozambique,MOZ,1991,523.92,2869.01,10049.92,2822.46,1174.89,2429.37,1141.58,1715,1685.97,703.82,12000.02,4460.62
Mozambique,MOZ,1992,514.84,2804.61,9880.83,2774.61,1163.4,2367.01,1098.76,1708.66,1657.08,701.09,11781.23,4321.7
Mozambique,MOZ,1993,504.42,2703.43,9610.32,2701.8,1139.85,2293.43,1043.85,1690.3,1616.16,695.03,11442.33,4146.3
Mozambique,MOZ,1994,485.51,2580.55,9273.57,2607.56,1106.46,2210.26,982.95,1652.18,1563.12,683.48,11021.36,3931.05
Mozambique,MOZ,1995,468.06,2463.42,8952.65,2517.82,1072.57,2131.74,929.28,1606.71,1505.63,672.97,10621.55,3726.14
Mozambique,MOZ,1996,463.96,2298.64,8478.46,2393.83,1023.63,2053.64,813.35,1548.03,1424.38,659.9,10030.73,3465.96
Mozambique,MOZ,1997,443.02,2108.13,7994.36,2260.82,969.99,2002,710.08,1486.3,1344.63,647.02,9356.16,3189.37
Mozambique,MOZ,1998,430.59,1948.18,7621.96,2160.59,929.76,1988.84,631.54,1424.98,1280.13,633.67,8818.01,2966.71
Mozambique,MOZ,1999,424.98,1803.39,7275.2,2072.48,894.06,1967.13,563.23,1369.96,1225.84,621.14,8335.33,2758.28
Mozambique,MOZ,2000,412.69,1658.75,6916.91,1975.58,853.46,1898.12,497.86,1314.92,1166.81,607.35,7827.58,2548.39
Mozambique,MOZ,2001,392.85,1489.52,6433.43,1843.22,796.66,1760.96,429.01,1242.93,1086.65,589.1,7180.34,2301.33
Mozambique,MOZ,2002,377.53,1336.86,5990.91,1722.52,743.89,1629.02,372.09,1167.48,1012.12,571.55,6582.4,2078.36
Mozambique,MOZ,2003,359.45,1194.01,5571.52,1607.46,692.82,1498.51,321.45,1097.8,944.7,556.29,6017.65,1867.39
Mozambique,MOZ,2004,346.31,1069.94,5198.09,1506.84,647.27,1380.52,279.29,1037.42,890.15,542.56,5525.94,1686.56
Mozambique,MOZ,2005,342.02,968.43,4884.46,1426.68,610.78,1285.09,246.76,984.86,844.81,529.28,5137.95,1543.44
Mozambique,MOZ,2006,353.81,948.18,4902.6,1435.55,610.08,1256.24,256.5,935.53,830.53,517.18,5146.9,1540.77
Mozambique,MOZ,2007,354.61,866.64,4655.39,1373.67,574.58,1126.27,239.25,885.26,789.67,504.93,4856.89,1430.43
Mozambique,MOZ,2008,357.71,809.38,4518.7,1341.37,551.25,1016.01,228.71,848.54,761.54,497.48,4686.2,1358.68
Mozambique,MOZ,2009,353.09,719.53,4184.74,1253.95,506.38,873.1,205.51,805.96,700.01,484.89,4304.89,1228.79
Mozambique,MOZ,2010,340.8,627.82,3808.72,1151.84,459.11,751.37,179.71,776.31,630.25,475.18,3868.16,1088.48
Mozambique,MOZ,2011,308.73,549.51,3493.66,1057.67,418.44,662.11,157.98,753.14,570.39,466.18,3478.38,965.21
Mozambique,MOZ,2012,310.7,501.71,3280.88,1005.68,394.36,607.86,146.92,731.64,532.06,457.2,3258.85,896.52
Mozambique,MOZ,2013,296.07,451,3049.37,941.57,365.86,552.74,132.51,691.22,494.42,434.86,3012.81,817.8
Mozambique,MOZ,2014,297.03,424.26,2933.23,913.67,352.8,524.9,124.93,666.61,477.6,421.48,2906.41,781.1
Mozambique,MOZ,2015,293.22,404.33,2850.3,893.81,343.37,506.47,119.42,644.49,466.06,408.67,2836.3,754.08
Mozambique,MOZ,2016,284.89,377.91,2727.97,860.8,329.47,480.73,111.79,630.34,449.73,400.36,2708.56,714.31
Mozambique,MOZ,2017,280.22,353.52,2607.3,829.6,316.79,459.73,102.66,622.71,437.29,395.07,2582.28,677.95
